"","pub_date","main","score"
"4194","1990-06-17","Residents Alarmed by State Plans for Town",0
"4195","1990-06-17","Pastimes;   Chess",0
"4196","1990-06-17","INSIDE",0
"4197","1990-06-17","'Kindness of Strangers' Sustains Playhouse",0.25
"4198","1990-06-17","Question Of the Week;   Should the Nets Trade The No. 1 Draft Pick?",-0.333333333333333
"4199","1990-06-17","Cynthia Murphy Becomes a Bride",0
"4200","1990-06-17","Pastimes;   Bridge",0
"4201","1990-06-18","Esther L. Budoff Becomes a Bride",0
"4202","1990-06-18","A Window for School Progress",0.333333333333333
"4203","1990-06-18","FLOOD SEARCHERS FIND MORE BODIES",0
"4204","1990-06-18","Jays' Stottlemyre Has Gift for Dad",0.25
"4205","1990-06-18","Question Box",-1
"4206","1990-06-18","WITNESSES HINDER PRETORIA INQUIRY",-0.25
"4207","1990-06-18","I.R.S. AUDITS RISING FOR FOREIGN BANKS DOING U.S. BUSINESS",-0.2
"4208","1990-06-18","Trump Loan Plans Hit a Snag",0
"4209","1990-06-18","THE MEDIA BUSINESS: Advertising;   Broaching Death's Toll With Dignity",0
"4210","1990-06-18","From the Pages of Time, a Story for Newsweek",0
"4211","1990-06-18","Lendl Mows Down Becker",0
"4212","1990-06-18","Welch Journal;   Labor Wars Recalled As the Past Is Dug Up",-0.142857142857143
"4213","1990-06-18","Judith Hofrichter Wed at Wesleyan",0
"4214","1990-06-18","Arafat's Allies Rout Abu Nidal Group in Lebanon",0.142857142857143
"4215","1990-06-18","Memorial Service",-0.5
"4216","1990-06-18","American League;   A's Top White Sox to Stretch Lead to 4",0.142857142857143
"4217","1990-06-18","CHRONICLE",0
"4218","1990-06-18","Knockouts Spark Excitement",0.333333333333333
"4219","1990-06-18","O'Connor Denies Plan to Excommunicate Anyone",-0.4
"4220","1990-06-18","No Time for Temper Tantrums",-0.333333333333333
"4221","1990-06-18","Emotional Cases Try Officers' Mettle",-0.2
"4222","1990-06-18","Lion-Hearted Cup Team Gives Hope to Cameroon",0.333333333333333
"4223","1990-06-18","Review/Ballet;   Princeton Troupe's Manhattan Debut",0
"4224","1990-06-18","Two More Weekends Of IRT Disruptions",-0.25
"4225","1990-06-18","San Salvador Journal;   After the Funerals, a University Mourns for Itself",-0.166666666666667
"4226","1990-06-19","Supreme Court Roundup;   Court Broadens Use of Videotape In Trial of Drunken-Driver Suspect",0.3
"4227","1990-06-19","CHRONICLE",0
"4228","1990-06-19","KOHL SEES BALLOT BY TWO GERMANYS BEFORE END OF '90",0
"4229","1990-06-19","Variety of Draft Hopes",0.333333333333333
"4230","1990-06-19","Poll Tax in This Aide's Environment",0
"4231","1990-06-19","Soviets Win but Bow Out",0
"4232","1990-06-19","Peaceful Party in Detroit",0.333333333333333
"4233","1990-06-19","Witness Recalls Seeing Prisoner Kill 2 Detectives",-0.333333333333333
"4234","1990-06-19","CHRONICLE",0
"4235","1990-06-19","M.I.T. Trustees Elect a University President",0
"4236","1990-06-19","Thousands Of Winners In Duel Of Fillies",0
"4237","1990-06-19","Corrections",1
"4238","1990-06-19","Palestinian Journalist Is Sentenced by Israel",-0.25
"4239","1990-06-19","Action on Trump Site",0
"4240","1990-06-19","Evolution in Europe;   Challengers New and Old Nip at Gorbachev's Heels",-0.125
"4241","1990-06-19","New Offerings From Hewlett",0.333333333333333
"4242","1990-06-19","U.S. Says Evidence Points to Hoax In Fire at Libyan Chemical Plant",-0.25
"4243","1990-06-19","Mary H. Coulston Wed in Montana",0
"4244","1990-06-19","Palmira Henry, Model, 44",0
"4245","1990-06-19","Offer for Thompson",0.5
"4246","1990-06-19","Huge Space Platforms Seen as Distorting Studies of Earth",-0.285714285714286
"4247","1990-06-19","No Commitments to Nielsen Rival",-0.333333333333333
"4248","1990-06-19","Bridge",0
"4249","1990-06-19","Stocks Drop in Tokyo",-0.333333333333333
"4250","1990-06-19","Probation Overload;   Glutted Probation System Puts Communities in Peril",0
"4251","1990-06-20","Thompson Considers A Switch to Nuggets",0.25
"4252","1990-06-20","Immigration Laws Protested On Eve of AIDS Conference",0.333333333333333
"4253","1990-06-20","Grey Series Urges Risks For Creativity",0.2
"4254","1990-06-20","Julia Child Boiling, Answers Her Critics",-0.2
"4255","1990-06-20","Corrections",1
"4256","1990-06-20","Japan Talks By Publisher",0
"4257","1990-06-20","President of American Exchange Resigns",-0.25
"4258","1990-06-20","Chronicle",0
"4259","1990-06-20","49ers Get 3-Hour Hearing",-0.333333333333333
"4260","1990-06-20","DRUG TRIAL BEGINS FOR MAYOR BARRY",0
"4261","1990-06-20","Babies, Rice Farms and Diplomas",0
"4262","1990-06-20","New Hopes of Finding Lost and Looted Art",0.166666666666667
"4263","1990-06-20","Israeli Guard to UConn",0
"4264","1990-06-20","Judaism's Alive and Well and Living in America;   The Nature of Identity",0.571428571428571
"4265","1990-06-20","About Education",1
"4266","1990-06-20","Real Estate;   A Face Lift In Midtown Manhattan",0.166666666666667
"4267","1990-06-20","Fiat Deal Rumors Lift Chrysler Stock",-0.166666666666667
"4268","1990-06-20","2 Killed as Rebellion Resumes in Liberia",-0.5
"4269","1990-06-20","A Quiet Disaster of Criminal Justice",-0.25
"4270","1990-06-20","Free Performance Series in Central Park",0.2
"4271","1990-06-20","Ernst & Young In Soviet Pact",0
"4272","1990-06-20","Implanted Device Could Benefit Parkinson's Patients",0.4
"4273","1990-06-20","Lithuanians Plan Poll on Gorbachev Offer",0.2
"4274","1990-06-20","BUSINESS DIGEST",0
"4275","1990-06-20","FINANCE BRIEFS",0
"4276","1990-06-21","St. George's Journal;   Grenada Is Target of U.S. Jets (Carrying Tourists)",0
"4277","1990-06-21","U.S. Target of Arab Raid",-0.333333333333333
"4278","1990-06-21","KEY RATES",0
"4279","1990-06-21","Market Place;   Rate Shifts Called Peril for Insurers",0
"4280","1990-06-21","New Species of Monkey Is Found In Populated Area, Brazilians Say",0.125
"4281","1990-06-21","Big East Head To Be Named",0
"4282","1990-06-21","F.A.A. Sued as Jetliner Crash Inquiry Starts",0
"4283","1990-06-21","Judge Refuses to Order Silence in Art Case",0
"4284","1990-06-21","BILL ON SEX CRIME ASSESSED IN SENATE",-0.2
"4285","1990-06-21","Fire and Blasts on a U.S. Carrier; 16 Hurt and 2 Missing Off Japan",-0.666666666666667
"4286","1990-06-21","Review/Music;   Master of 40's and 50's Jazz",0.333333333333333
"4287","1990-06-21","Evolution in Europe;   For Berlin's Envoys, a Farewell to Diplomacy",0
"4288","1990-06-21","Paper Closes In Kansas City",0
"4289","1990-06-21","Telephone in Jerusalem",0
"4290","1990-06-21","2 Die in Sewage Plant Blast",-0.5
"4291","1990-06-21","Home Improvement",0.5
"4292","1990-06-21","Evolution in Europe;   At Romanian Inauguration, Promises and Doubts",0.166666666666667
"4293","1990-06-21","How to Restore a Victorian Mansion: Slowly, Very Slowly",0.2
"4294","1990-06-21","Newtown Creek Plant Doesn't Serve Downtown Brooklyn Area",-0.125
"4295","1990-06-21","Review/Theater;   A Nostalgic Monologue, Both Comic and Barbed",0.2
"4296","1990-06-21","Olsen Going to CBS",0
"4297","1990-06-21","Quotation of the Day",0
"4298","1990-06-21","G.M.'s New Saturn Model Is Said to Be Facing Delays",-0.142857142857143
"4299","1990-06-21","P.L.O. Sees Deeper Arab Hostility After U.S. Move",-0.166666666666667
"4300","1990-06-21","People",0
"4301","1990-06-22","Market Place;   North Star's Bid For Small Savers",0
"4302","1990-06-22","Review/Ballet;   Bubbling to Gershwin",0
"4303","1990-06-22","After Bush Puts P.L.O. on Sidelines: Is Shamir the Man for U.S. to Press?",0
"4304","1990-06-22","Top New Orleans Law Enforcer on Trial",0
"4305","1990-06-22","A City With a Big Stake In Trump, the Debtor",-0.2
"4306","1990-06-22","Asset Sales By Campeau",0.333333333333333
"4307","1990-06-22","Defending Germany",0
"4308","1990-06-22","Area Surrounding Iran Quake Is a Zone of Seismic Disasters",-0.142857142857143
"4309","1990-06-22","Navy Seeks to Assure Japan That Aircraft Carrier Is Safe",0.285714285714286
"4310","1990-06-22","The Mandela Visit;   At Gracie Mansion, Intense Security and Warm Hospitality",0.375
"4311","1990-06-22","Gunmen Fire at Officials in Haiti In Pre-election Surge of Violence",-0.285714285714286
"4312","1990-06-22","Daily News Unions Hire Labor Lawyer To Mount Campaign",0
"4313","1990-06-22","Evolution in Europe;   2 Germanys Adopt Unity Treaty And Guarantee Poland's Borders",0.333333333333333
"4314","1990-06-22","Moody's Reviews Military Suppliers",-0.25
"4315","1990-06-22","A Drop-Dead Poster",0.5
"4316","1990-06-22","Here Comes The Other World Cup",0.333333333333333
"4317","1990-06-22","Excerpts From Ruling On Opinion Privileges",0
"4318","1990-06-22","High Court Narrows Shield in Libel Law",0.5
"4319","1990-06-22","Liability Issue Stalls Bill on Oil Spills",-0.333333333333333
"4320","1990-06-22","Supreme Court Roundup;   Court Widens Curb on Patronage In Jobs for Most Public Workers",0.4
"4321","1990-06-22","Jets Add to Staff",0
"4322","1990-06-22","New Disclosure in Inquiry On Avianca Plane Crash",0
"4323","1990-06-22","UAL Group Is Said To Be Seeking Aid",0.2
"4324","1990-06-22","Negative Votes Would Wake Up the Candidates;   When the People Lead",0.166666666666667
"4325","1990-06-22","KEY RATES",0
"4326","1990-06-23","For Flag Vote, History Won Over Political Risk",0.166666666666667
"4327","1990-06-23","Review/Theater;   Landlocked In Suburbia By the Pool",0
"4328","1990-06-23","Mandela Seeks to Keep Pressure on South Africa",0
"4329","1990-06-23","Nonproliferate Peace",0.5
"4330","1990-06-23","Ex-Head of Dutton To Be Editor at Crown",0
"4331","1990-06-23","Review/Theater;   A Mother Is Cheerful But Dead",0
"4332","1990-06-23","Is 'Zodiac' Stalking His Prey?",0
"4333","1990-06-23","A Brazen Assault on Legal Services",-0.5
"4334","1990-06-23","Paul J. C. Friedlander, 79, Dies; An Ex-Travel Editor of The Times",-0.166666666666667
"4335","1990-06-23","Thompson Will Stay As Coach of the Hoyas",0.2
"4336","1990-06-23","Milt Hinton at 80: A Celebration",0.333333333333333
"4337","1990-06-23","Sri Lanka Reports Massacre",-0.25
"4338","1990-06-23","The Mandela Visit;   Meeting New York on Her Own, Winnie Mandela Takes Homage in Stride",0.2
"4339","1990-06-23","About New York;   Striving to Heal Young Lives Filled With Pain",0.25
"4340","1990-06-23","Big Growth Disclosed in List of Barred Aliens",-0.333333333333333
"4341","1990-06-23","Thousands of Sailors on the Town for Fleet Week",-0.2
"4342","1990-06-23","Liberia Talks in Lull; Rebels Take Town",-0.333333333333333
"4343","1990-06-23","Evolution in Europe;   Soviets Are Said to Pull Nuclear Arms From Some Restive",0
"4344","1990-06-23","Single in 15th Gives Yanks 4 in a Row",0.25
"4345","1990-06-23","Largest Wing of Soviet Party Leans Toward Leninist Chief",0
"4346","1990-06-23","20 Stranded in Elevator at IRT Station in Brooklyn",0
"4347","1990-06-23","Durables Orders Up Last Month",0.25
"4348","1990-06-23","Bridge",0
"4349","1990-06-23","Philip Morris Will Buy Suchard's Europe Units",0.285714285714286
"4350","1990-06-23","An F.D.R. Memorial Finally Wins Approval",0.2
"4351","1990-06-24","Power Authority Is Necessary To Oversee Lilco",0.2
"4352","1990-06-24","PHILADELPHIA CARVES OUT A NEW SKYLINE",0
"4353","1990-06-24","CHILDREN'S BOOKS/DINOSAURS PLUS",0
"4354","1990-06-24","John S. P. Burke Wed To Mary S. Schambach",0
"4355","1990-06-24","Say, Bud, Do You Own That Burning Flag?",-0.25
"4356","1990-06-24","In the Region: New Jersey;   Recent Sales",0
"4357","1990-06-24","At Fresh Air Camp, a Chance to Play in Safety",0.5
"4358","1990-06-24","Cabaret Pieces for Norfolk's Opening",0
"4359","1990-06-24","Michele A. Brown Wed to Steven L. Sweetwood",0
"4360","1990-06-24","Question Of the Week;   How Do The Pistons Rank in N.B.A. History?",-0.166666666666667
"4361","1990-06-24","Francesca K. Pomerantz Weds George Vining 4th",0
"4362","1990-06-24","Postings: Razing Times Square;   The First Casualties",0
"4363","1990-06-24","Expos Overtake Pirates",0
"4364","1990-06-24","The 3 R's Are Romance...",1
"4365","1990-06-24","Miss Sullivan to Wed William Galvin",-0.2
"4366","1990-06-24","The 'Girls' Gather to Write And Reflect",0
"4367","1990-06-24","Mary K. Donohoe Marries",0.333333333333333
"4368","1990-06-24","A Plot Line That Becomes Defused",-0.25
"4369","1990-06-24","David Bailey Lee Is Wed To Hallie B. Stephenson",0
"4370","1990-06-24","Staying on the Safe Side; Nairobi",0.25
"4371","1990-06-24","Soviet Union: Soliloquies Still, But With a Smile",0.2
"4372","1990-06-24","Answering The Mail",0
"4373","1990-06-24","Staying on the Safe Side; Geneva",0.25
"4374","1990-06-24","Shootings in Haiti Set Back Election Hopes",0.166666666666667
"4375","1990-06-24","Looking Ahead",0
"4376","1990-06-25","Concern Rises in Congress as More Newspapers Combine",-0.2
"4377","1990-06-25","FINANCE BRIEFS",0
"4378","1990-06-25","The Jazz-Fusion Night of a Drummer",0
"4379","1990-06-25","Dr. Bonnie Bermas Marries",0.666666666666667
"4380","1990-06-25","Canadians Assessing Strains With Quebec",-0.25
"4381","1990-06-25","Upset Victory for Mistaurian",0
"4382","1990-06-25","In Canada, An Appeal For Calm",0.666666666666667
"4383","1990-06-25","Review/Television;   3 Women in a High-Security Prison",-0.25
"4384","1990-06-25","Drug-Test Plan Rejected",-0.333333333333333
"4385","1990-06-25","Bridge Loan for Trump Expected",0
"4386","1990-06-25","Miss Bernstein Becomes Bride",-0.25
"4387","1990-06-25","Lace Factory And Artistry Of Old World Quietly Fade",0
"4388","1990-06-25","Corrections",1
"4389","1990-06-25","Metro Datelines;   Soviet Doctor Killed By Mugger in Queens",-0.142857142857143
"4390","1990-06-25","Elizabeth F. Otey, A Lawyer, Weds",0
"4391","1990-06-25","A Party, A Binge, A Void",-0.333333333333333
"4392","1990-06-25","Hunters Point, Now or Maybe Never",-0.4
"4393","1990-06-25","INSIDE",0
"4394","1990-06-25","The Mandela Visit;   Washington, About to Receive Mandela, Is Worried About de Klerk",-0.142857142857143
"4395","1990-06-25","Corrections",1
"4396","1990-06-25","Metro Datelines;   2d Arrest in Bombing Of Anti-Drug Family",-0.166666666666667
"4397","1990-06-25","Economic Calendar",0.5
"4398","1990-06-25","AIDS Protesters Drown Out Health Secretary",0
"4399","1990-06-25","Question Box",-1
"4400","1990-06-25","India Taking Measures To Reduce Oil Imports",0.333333333333333
"4401","1990-06-26","Flutie Signs in Canada",0
"4402","1990-06-26","Congress Was Right",0.5
"4403","1990-06-26","AIDS and Misdirected Rage",0
"4404","1990-06-26","Cheney Says Western Aid to Moscow Is a Mistake",0
"4405","1990-06-26","Sony Digital Sales Good",0.25
"4406","1990-06-26","Canada and Quebec Ratings On Debt Are Reaffirmed",0
"4407","1990-06-26","Jazz Festival;   Shorter and Nascimento: Joy in Sharing",0.5
"4408","1990-06-26","MacHelp With Writing",0
"4409","1990-06-26","Second Key Gene of Immune System is Found",0
"4410","1990-06-26","Margot Austin; Children's Author, 81",0.25
"4411","1990-06-26","Chase Seeks to Reduce Its Costs by $300 Million",-0.4
"4412","1990-06-26","Witness Tells About Sexual Encounter With Barry",0
"4413","1990-06-26","Two Votes Show Public Is Wary of Tax Increases",-0.428571428571429
"4414","1990-06-26","Armco Anticipates A Loss for Quarter",-0.25
"4415","1990-06-26","EUROPE HASTENING INTEGRATION PACE",0.25
"4416","1990-06-26","BRIEFS",0
"4417","1990-06-26","Correction",1
"4418","1990-06-26","Nets Trade '93 and '95 Draft Picks For Theus",-0.2
"4419","1990-06-26","Michelin Planning To Cut 2,260 Jobs",-0.25
"4420","1990-06-26","Chronicle",0
"4421","1990-06-26","President Gets Amtrak Bill Without Takeover Provision",-0.142857142857143
"4422","1990-06-26","Ruling Near On Savings Fraud Data",0
"4423","1990-06-26","Accord Averts Debate on Rights Bill",0
"4424","1990-06-26","Chronicle",0
"4425","1990-06-26","Better News From Israel",0.333333333333333
"4426","1990-06-27","How Distinct Is Quebec? French, and That's That",0.25
"4427","1990-06-27","Gerard Appy, 69, Dies; A Public-TV Executive",-0.4
"4428","1990-06-27","For Trump, Seeds of a Comeback",0.333333333333333
"4429","1990-06-27","White House Moves to Limit Cuts in Salvador Military Aid",-0.125
"4430","1990-06-27","BUSH CUTS BACK AREAS OFF COASTS OPEN FOR DRILLING",0.142857142857143
"4431","1990-06-27","The Azzurri Make Italy Shut Down",0
"4432","1990-06-27","New Leader Chosen For Lehman College",0.2
"4433","1990-06-27","Sharpton Defense Declines to Call Witnesses",0
"4434","1990-06-27","Saatchi Acts To Change Its Culture",0.25
"4435","1990-06-27","Citibank Visa Offers Long-Distance Calls",0.4
"4436","1990-06-27","Senate and Administration Agree on Housing Bill",0
"4437","1990-06-27","Jazz Festival;   Pearl Bailey Elevates Her Philosophical Side",0.142857142857143
"4438","1990-06-27","Book Notes",0
"4439","1990-06-27","Review/Ballet;   10 Dancers Win Prizes at New York Competition",0
"4440","1990-06-27","Matching Those Who Need Guidance With Those Who Have Been There",-0.333333333333333
"4441","1990-06-27","Eating Well",0.5
"4442","1990-06-27","Books of The Times;   Havel Discusses Writers and Politics",0.333333333333333
"4443","1990-06-27","Steinbrenner Report to Stay Private",0
"4444","1990-06-27","Trial Set in Booby Trap Death",-0.4
"4445","1990-06-27","The Vatican Warns Catholic Theologians Over Public Dissent",-0.166666666666667
"4446","1990-06-27","Broadway Adopts A Plan to Cut Costs And Ticket Prices",-0.285714285714286
"4447","1990-06-27","Antitrust Break for Insurers Helps Consumers;   Mutual Life Elections",-0.125
"4448","1990-06-27","Recalling Mickey Katz",0
"4449","1990-06-27","To Eat Broccoli, Be Cunning",0
"4450","1990-06-27","Liberty to Reject Life",0
"4451","1990-06-28","Hispanic District in Los Angeles",0.25
"4452","1990-06-28","Dr. Helen Miller, 93, An Obstetrician, Dies",-0.25
"4453","1990-06-28","Chronicle",0
"4454","1990-06-28","Anniversary With Little to Celebrate",0.333333333333333
"4455","1990-06-28","Kemper Marley Sr. Is Dead at 83; Name Arose in '76 Slaying Inquiry",-0.142857142857143
"4456","1990-06-28","Trevino and Caddie Having Good Years",0.25
"4457","1990-06-28","Appeals Panel Rules Against WPIX-TV",0.25
"4458","1990-06-28","Designs for Europe;   Germany in NATO? Not Important",0.2
"4459","1990-06-28","The Mandela's Schedule",0
"4460","1990-06-28","Amre Inquiry",0
"4461","1990-06-28","Louisiana Measure To Block Abortions Is Sent to Governor",0
"4462","1990-06-28","Review/Architecture;   A Restored Grand Army Plaza, With a New Coat for the General",0.25
"4463","1990-06-28","EXECUTIVE CHANGES",-0.5
"4464","1990-06-28","Quotation of the Day",0
"4465","1990-06-28","BUSINESS DIGEST",0
"4466","1990-06-28","Stock Market Bills Backed",0.25
"4467","1990-06-28","Metro Datelines;   Hasidic Rabbi Beaten By Hasidic Youths",0
"4468","1990-06-28","It's Farewell For Planners On a Panel",0
"4469","1990-06-28","Short of Earth? Gardens Bloom In Jars and Pots",-0.166666666666667
"4470","1990-06-28","New Haven's Bond Rating Is Downgraded by Moody's",0
"4471","1990-06-28","Abducting Suspects Breaks All the Laws",-0.25
"4472","1990-06-28","FINANCE BRIEFS",0
"4473","1990-06-28","Prices of Treasuries Rise Slightly",-0.25
"4474","1990-06-28","TLC Beatrice Continues Realigning Top Posts",0.166666666666667
"4475","1990-06-28","Aide Says Hungary Gave Refuge in '79 To Terrorist Carlos",0.285714285714286
"4476","1990-06-29","People",0
"4477","1990-06-29","Engelhard, Aiding Shift, Names No. 2 Executive",0
"4478","1990-06-29","Review/Film;   When a Comedian Becomes an Institution",0
"4479","1990-06-29","The Cost of Soviet Disintegration . . .",-0.333333333333333
"4480","1990-06-29","At the Movies",0
"4481","1990-06-29","Washington Talk;   For Freshman Senator, A Unifying Budget Role",0
"4482","1990-06-29","Rinfret Comes Out Swinging",0.333333333333333
"4483","1990-06-29","Sports People: BASEBALL;   Rose Sentencing Report To Reach Judge Soon",-0.111111111111111
"4484","1990-06-29","Mike Jones, Boxing Manager, 55",0
"4485","1990-06-29","Corrections",1
"4486","1990-06-29","A.M.A. Supports Testing of French Abortion Pill",0.166666666666667
"4487","1990-06-29","NEWS SUMMARY",0
"4488","1990-06-29","Basketball;   The Making of a Deal: How the Magic Got Scott",0.166666666666667
"4489","1990-06-29","Fernandez Is to Expand Use Of School Metal Detectors",0.166666666666667
"4490","1990-06-29","Britain Accepts Rover Ruling",0.25
"4491","1990-06-29","Dinkins Nears Pact to Raise Property Taxes",-0.333333333333333
"4492","1990-06-29","Results Plus;   Liberty Cup Winner",0.2
"4493","1990-06-29","Our Towns;   Watch the Birds; They Divebomb On This Island",0
"4494","1990-06-29","Agreement Allows Minolta To Market Polaroid Camera",0.333333333333333
"4495","1990-06-29","Tracking Crimes of Prejudice: A Hunt for the Elusive Truth",-0.333333333333333
"4496","1990-06-29","4 Projects Honored For Design",0.333333333333333
"4497","1990-06-29","U.S. AND JAPAN SET ACCORD TO RECTIFY TRADE IMBALANCES",0.166666666666667
"4498","1990-06-29","Jazz Festival;   Pearl Bailey's Pop and the Blues of Wynton Marsalis",0.125
"4499","1990-06-29","Traffic Alert",0.5
"4500","1990-06-29","Throughout Westchester, Relics of a Revolutionary Past",0
"4501","1990-06-30","Universe Yields Secrets To Us Only Grudgingly",-0.5
"4502","1990-06-30","Nasty? Try New York",-0.5
"4503","1990-06-30","Stolen Treasure: Three Stories",0
"4504","1990-06-30","Garcias' Extortion Convictions Are Reversed by Appeals Panel",0.166666666666667
"4505","1990-06-30","Searchers End Attempt To Find Flood Victims",0
"4506","1990-06-30","Back Pain Idles Stillwell",-0.25
"4507","1990-06-30","Jubilation, With Dignity",1
"4508","1990-06-30","Government Bans Mercury in Interior Latex Paints",0
"4509","1990-06-30","Herky-Jerky Bang-Bang",0
"4510","1990-06-30","RESULTS PLUS",0
"4511","1990-06-30","U.S. SPACE AGENCY GROUNDS SHUTTLES OVER A FUEL LEAK",-0.166666666666667
"4512","1990-06-30","Marcos Jury Adjourns for Day",0
"4513","1990-06-30","William E. Davies, 72, Of Geological Survey",0
"4514","1990-06-30","COMPANY BRIEFS",0.5
"4515","1990-06-30","Newsprint Recycling Becomes Law for Papers in Suffolk",0.166666666666667
"4516","1990-06-30","All Are One at the African Street Festival",0.25
"4517","1990-06-30","KEY RATES",0
"4518","1990-06-30","Congress Goes Home, Still for Sale",0
"4519","1990-06-30","Naval Intelligence and Fallibility Contemplated;   Taking Responsibility",0.333333333333333
"4520","1990-06-30","U.S. Sells Centrust for $86 Million",0
"4521","1990-06-30","Here's a New York Site for Homeless Housing",0
"4522","1990-06-30","Evolution in Europe: Deir Hanna Journal;   When Poetry Is Seared In the Fire of the Mideast",-0.111111111111111
"4523","1990-06-30","Campbell to Shed Its Fresh-Foods Group",0
"4524","1990-06-30","Bank Revamping In New England",0
"4525","1990-06-30","Council Gains Budget Pact With Dinkins",0.4
"4526","1990-07-01","Campus Life: U.C.L.A.;   Amid Pressure, Expansion Plan Is Trimmed Again",0
"4527","1990-07-01","An Evening at Shea Is a Stroll in the Park",0
"4528","1990-07-01","Compact Camcorders Slug It Out",-0.333333333333333
"4529","1990-07-01","Can the U.S. Really Handle a World Cup?",0
"4530","1990-07-01","PROFIT KEY WINS",0.333333333333333
"4531","1990-07-01","A LOST GENERATION OF AMERICANS IS COMING HOME",0.2
"4532","1990-07-01","Men vs. Women",0
"4533","1990-07-01","Seattle's Succulent Clams",0
"4534","1990-07-01","American Blacks Talk of Change As Main Legacy of Mandela Visit",0.125
"4535","1990-07-01","The Nation;   A Divided Supreme Court Ends the Term With A Bang",0.142857142857143
"4536","1990-07-01","Pastimes;   Stamps",-0.5
"4537","1990-07-01","Q and A",NA
"4538","1990-07-01","Popular Films Are Feeding the Series Maw",0.2
"4539","1990-07-01","Don't Let Japan Open a Pi Gap With U.S.",0
"4540","1990-07-01","FORECAST FOR 'TODAY': CLOUDY",0
"4541","1990-07-01","For a Rose Fancier, The Older, the Better",0.25
"4542","1990-07-01","MOTHERS ARE A GIRL'S BEST FRIEND",0.5
"4543","1990-07-01","No Headline",0
"4544","1990-07-01","Lifestyle;   The Vanities, They Were Oh So Tepid",-0.333333333333333
"4545","1990-07-01","Answering The Mail",0
"4546","1990-07-01","Four Other Actors on the German Stage",0
"4547","1990-07-01","Lawsuit Complicates Bid to Buy MGM/UA",0
"4548","1990-07-01","Legislators Seek New Compromise On Air Terminal",0.166666666666667
"4549","1990-07-01","Lodges in Rugged, Remote Maine",0.25
"4550","1990-07-01","PAPERBACK BEST SELLERS: July 1, 1990",0.25
"4551","1990-07-02","Review/Television;   Mastering the Movies, for a While",0.333333333333333
"4552","1990-07-02","Time Warner Accuses Pathe of Double Sales",-0.333333333333333
"4553","1990-07-02","England Stops Cameroon",0
"4554","1990-07-02","New Jersey Tax Increases Take Effect",0
"4555","1990-07-02","Jazz Festival;   Stan Getz, Weaving His Moods",0.166666666666667
"4556","1990-07-02","IN THE NATION New Taxes for What?",-0.333333333333333
"4557","1990-07-02","'Grapes of Wrath': Raves and a Tony Do Not Breed a Hit",0
"4558","1990-07-02","Metro Matters;   Maybe a Picture Can Be Worth 1,000 Votes Too",0.142857142857143
"4559","1990-07-02","On Many Farms, a Season of Disaster",-0.25
"4560","1990-07-02","Evolution in Europe;   For Average East Germans, Wonder and Some Trepidation    East Berlin: 'It's Got to Be Better Than What We Had'",0.181818181818182
"4561","1990-07-02","Review/Art;   Courtland Collection Settles Into New Home",0.166666666666667
"4562","1990-07-02","Limits Are Sought On Games, Practice",0.5
"4563","1990-07-02","Jazz Festival;   Embracing Tradition",0.75
"4564","1990-07-02","Business Scene;   Times Are Tough For U.S. Builders",0
"4565","1990-07-02","A Datamarine Founder Is Ousted From Posts",-0.5
"4566","1990-07-02","Handling of Winfield Is Key Part Of Inquiry",0
"4567","1990-07-02","No-Hitter, but With No Glory",0.5
"4568","1990-07-02","New Dailies Proliferate in Spain as Ads Surge",0.2
"4569","1990-07-02","Mets Rally in the 9th To Edge Reds, 3-2",0
"4570","1990-07-02","A Genuinely Affirmative Action",0.666666666666667
"4571","1990-07-02","Soviet Effort for Patent Law Reform Gaining Momentum",0.285714285714286
"4572","1990-07-02","Reporter's Notebook;   Keeping Emotions Under Control at Jogger Trial",0
"4573","1990-07-02","New U.S. Arms Initiative",0
"4574","1990-07-02","PC/Computing Growth",0
"4575","1990-07-02","On Your Own;   At Last, An End To Lost Locks",-0.25
"4576","1990-07-03","Southwestern Public Service Co.  reports earnings for Year to May 31",-0.142857142857143
"4577","1990-07-03","Chronicle",0
"4578","1990-07-03","Wells American Corp. reports earnings for Qtr to March 31",0.142857142857143
"4579","1990-07-03","Review/Music;   Sacred and Contemporary From Russia",0.25
"4580","1990-07-03","Firstcorp Inc. reports earnings for Qtr to March 31",0
"4581","1990-07-03","Rig Count Is Steady",0.333333333333333
"4582","1990-07-03","New Retail Concepts Inc. reports earnings for Year to March 31",0
"4583","1990-07-03","Designatronics Inc. reports earnings for Qtr to May 31",0
"4584","1990-07-03","Citizens Utilities reports earnings for Qtr to March 31",0.166666666666667
"4585","1990-07-03","Comterm Inc. reports earnings for Qtr to April 30",0
"4586","1990-07-03","Genetic Factor Emerges as Key to Onset of Lyme Arthritis",0
"4587","1990-07-03","NEW SCHOOL BOARD REFLECTS MOSAIC OF NEW YORK CITY",0
"4588","1990-07-03","Fashion;   Sprightly Clothes for Cruise or Career",0.4
"4589","1990-07-03","King vs. Douglas: Case Begins in Federal Court",0.166666666666667
"4590","1990-07-03","More Than One Way to Aid Khmer Rouge",0.2
"4591","1990-07-03","Company News;   U S Sprint to Offer Soviet Service",0.166666666666667
"4592","1990-07-03","Orenda Forest Products reports earnings for Year to March 31",0.142857142857143
"4593","1990-07-03","Company News;   Hercules Chief Retiring",0
